,연도,시도,시군구,계약종별,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
943,2014,서울특별시,서초구,합계,314648788,301246316,269204357,262679851,249424925,280541481,315036578,332568408,298861921,261821613,259506385,295987022
944,2014,서울특별시,양천구,합계,137161913,132864573,120110634,119377562,112282755,119540457,130913973,142855012,131968685,118268948,115776037,125376487
945,2014,서울특별시,광진구,합계,145923978,139908221,121696034,121704900,117126561,131174013,146817870,156002969,141348936,120012565,120570580,136953115
946,2014,서울특별시,강북구,합계,85111960,82829729,71381217,70745480,65333391,70669564,76120177,83020760,75927679,66675729,68837158,77881018
947,2014,서울특별시,금천구,합계,149170307,140012561,126846792,120212094,116226761,127584754,144396583,145226764,131102518,118889042,120493142,144608856
948,2014,부산광역시,중구,합계,39539230,38052417,34358508,32797576,30437650,32106827,36378390,41998380,38039343,32984587,31496321,35832732
949,2014,부산광역시,서구,합계,52237744,47840420,45198743,43686568,41988336,42984812,46902051,51282985,47600460,44162053,45357226,50436969
950,2014,부산광역시,동구,합계,49986930,48283590,43770220,41893895,38649223,39141763,42733363,46054187,42068635,38456121,38961516,44558436
951,2014,부산광역시,영도구,합계,46127571,44862538,40461556,38785484,35661438,36482015,36977155,39965988,37559645,34670474,35387235,40071402
952,2014,부산광역시,부산진구,합계,154641750,147919865,134646745,131260739,123336229,127872467,138384261,151918114,137000240,124498746,125793943,141466242
953,2014,부산광역시,동래구,합계,87254394,85115140,76040958,73839019,68331378,70283723,74522673,82529352,74953675,67804861,70638417,79669423
954,2014,부산광역시,남구,합계,121853266,117231523,113959433,112997967,106845306,106834111,113265929,120763339,112417261,107711724,109255943,118492277
955,2014,부산광역시,북구,합계,82099656,80323457,70512501,70155300,64911949,67481546,71338526,78511886,71915796,65837343,68814719,75383102
956,2014,부산광역시,해운대구,합계,163157289,156648769,146593955,143588339,139301177,143372897,155187546,167824597,152662185,141343221,141146653,155376871
957,2014,부산광역시,사하구,합계,252206816,234975904,237996246,250856859,237390721,240593644,245967733,240296367,233770351,240294708,235849335,236016758
958,2014,부산광역시,금정구,합계,101479934,98633493,90194673,87489125,80275649,81749458,85713499,93099475,84899381,79494738,83403735,94627461
959,2014,부산광역시,강서구,합계,280256336,266152112,283205987,277089479,266804025,265590024,287289182,275104567,268315473,274370638,270547226,289704411
960,2014,부산광역시,연제구,합계,71469926,69365165,62511705,60817137,56709115,58868762,63699336,69637537,62911877,55867551,57973472,65549367
961,2014,부산광역시,수영구,합계,52950679,51876938,45788163,44801272,41058453,42250835,45183058,51737931,47279252,42338424,43797932,48573348
962,2014,부산광역시,사상구,합계,175337579,167526355,159794442,158685594,142911101,148050514,155005308,151794533,145777400,144334872,149878220,166245243
963,2014,부산광역시,기장군,합계,86742486,86665650,90819961,97093156,77526641,69162236,73214735,77125824,87152853,81982627,84902957,88334287
964,2014,대구광역시,중구,합계,66933256,63250362,56452496,52752909,51962865,56813968,64828899,68044172,58715233,51077847,52196031,63331693
965,2014,대구광역시,동구,합계,120768387,117577560,104313403,100719610,92205915,95667759,101063558,110103538,99175577,92387143,100523342,114803165
966,2014,대구광역시,서구,합계,103169680,98600100,95509843,92446379,86525161,87341238,92881261,94330321,93729111,87336717,85531223,93589403
967,2014,대구광역시,남구,합계,58457807,57218551,50176437,47714187,42512948,44289551,47141594,52924086,46813196,42174100,46250244,54159418
968,2014,대구광역시,북구,합계,218170333,209056349,191863526,187718960,172973816,182727243,193371181,199592246,180695574,171702913,182355488,206584039
969,2014,대구광역시,수성구,합계,148533739,144894479,128253777,123901044,115558203,121019268,129531986,142082138,125453873,114353009,121244508,137368913
970,2014,대구광역시,달서구,합계,375583610,356522393,345749329,345079473,321324301,334908385,352181153,352035292,327760872,326237415,334595541,365627660
971,2014,대구광역시,달성군,합계,286054764,267449443,273963818,272262219,260143163,259712935,274757570,254657645,250198906,262213052,267658360,286611241
972,2014,인천광역시,중구,합계,154684701,142885923,138494654,133490531,132185365,136636391,148860043,155135495,145933919,139736630,146183204,148397711
973,2014,인천광역시,동구,합계,351318369,296167710,344302312,333006603,348070313,338021296,337323665,293324346,274803698,340771466,302345456,325142593
974,2014,인천광역시,남구,합계,199435392,188616564,177412182,171113178,151785334,166909290,179964163,185438926,174090582,166003609,167244159,192287723
975,2014,인천광역시,서구,합계,405652048,383931850,371375638,368386071,351137944,366624168,407420395,415227575,397541053,399317638,405758489,446432965
976,2014,인천광역시,남동구,합계,370599386,353914854,333440829,326289548,297259993,312468429,339332953,331737483,316828986,308287944,313331174,360034603
977,2014,인천광역시,부평구,합계,228578256,217607110,199636302,192704728,182999969,192246663,209532293,211073798,195489574,183996722,187891499,217562425
978,2014,인천광역시,계양구,합계,122116919,115928643,104622426,100727214,94688962,99747582,108238040,113372973,105036074,96592452,100763558,116130614
979,2014,인천광역시,연수구,합계,163345721,151922425,142745951,132270699,115493697,137185678,154329625,156144222,147523817,136721769,138271467,166037090
980,2014,인천광역시,강화군,합계,57970493,57451441,46711079,41112175,35735584,31275966,30297210,35446185,34348770,32354089,43634652,52420452
981,2014,인천광역시,옹진군,합계,20137213,19208099,18094846,16876301,24543168,23815830,18305575,14210613,21051382,19864659,17205608,16844603
982,2014,광주광역시,동구,합계,57732664,55314799,49690944,47372394,43240776,45842584,49073946,53581187,48260133,44000035,45140851,52349966
983,2014,광주광역시,서구,합계,142848833,138923915,127288576,125222552,115590134,122150695,131390520,138164675,126368500,114622191,119232264,133797739
984,2014,광주광역시,북구,합계,197100050,187445282,176566329,172907138,163394175,170952915,183316079,194111991,178615418,166067240,171413506,189589666
985,2014,광주광역시,광산구,합계,291847485,280234072,275324683,273946273,254160556,262755529,276941164,274475632,262725584,257007363,266932640,289769550
986,2014,광주광역시,남구,합계,64406485,61837669,54407784,51953979,47051543,49532376,52273516,56770564,52310813,47851827,53193522,60885008
987,2014,대전광역시,동구,합계,91365578,88938081,76374076,72999895,64132902,66759937,69434640,75166674,68496923,62845895,69964657,82185264
988,2014,대전광역시,중구,합계,98448490,94317758,80318062,76123942,69740514,73986904,80514477,85195286,76779259,69607340,77659751,90660917
989,2014,대전광역시,서구,합계,170046078,166245124,145895165,141978180,129083417,136900349,146821040,162572480,145968423,130452763,136300386,155573876
990,2014,대전광역시,대덕구,합계,242415535,230530448,235957798,234413245,225527051,232121456,245875690,232710186,223124500,226221779,221648394,236354014
991,2014,대전광역시,유성구,합계,239020321,226275006,218719703,207380468,201553229,215417629,240053270,242871915,220002671,210560288,218659252,245255695
992,2014,울산광역시,북구,합계,220369790,207027903,212766171,204704004,192626564,198522869,216630933,185703036,173215138,198419930,200453412,222957840
993,2014,울산광역시,동구,합계,151576799,148013751,150873844,143997299,139919270,145876683,168533024,146264514,147225529,147377014,144058296,160629107
994,2014,울산광역시,중구,합계,61781718,60569767,54198874,52905925,48892177,50629717,53545217,61915109,54798775,50107709,52574091,58318539
995,2014,울산광역시,남구,합계,1257549697,1145549029,1257683980,1246196214,1255493387,1226533100,1295643113,1311967389,1242585179,1245803734,1177720036,1289657206
996,2014,울산광역시,울주군,합계,894176966,808576013,890283597,846136031,850730707,824939187,856216306,847897995,835546228,877601710,859786068,882870554
997,2014,경기도,의정부시,합계,152134195,144102749,124679078,119948880,112124254,120717931,130317301,137633813,125237389,113153986,120957806,143187029
998,2014,경기도,광명시,합계,108384250,103669922,93710016,91869224,86004528,90636109,100984804,101117241,92189141,85524974,91589552,104282557
999,2014,경기도,평택시,합계,669763362,626690914,613082766,593767041,571742223,579656319,613301887,592518900,568393126,572024346,576423513,645335467
1000,2014,경기도,동두천시,합계,63448555,60284251,53617481,51832536,46400991,49403553,52746072,54523520,51275726,49884863,52967976,65041781
1001,2014,경기도,안산시,합계,742895598,700384411,704229403,686085111,645533181,665284571,724040164,706721062,666249681,669042344,654964872,720389710
1002,2014,경기도,과천시,합계,37224883,35205295,32455015,30682329,29356261,31422963,34470174,35803781,31875444,29147060,30007235,34180702
1003,2014,경기도,구리시,합계,69539659,66524055,57797329,55971459,52343313,56935284,61866033,65872639,59296429,53420494,56168162,64948564
1004,2014,경기도,오산시,합계,113044597,106670540,102078098,97430771,91055625,95596199,102587677,105892977,96806396,93278399,95867366,106487770
1005,2014,경기도,군포시,합계,137601609,130271873,119604381,115970846,108495186,113147803,121821607,123866453,116523290,109680221,112322055,131580029
1006,2014,경기도,의왕시,합계,64694597,62606487,54934338,53268938,48752143,51327340,54517216,56626463,51961509,48658830,52276037,60546608
1007,2014,경기도,시흥시,합계,391303670,371263757,353244628,342227124,311974485,321936634,341231239,330363335,318436077,317180588,327780387,372763380
1008,2014,경기도,남양주시,합계,272357879,262176388,228243303,217427383,194439965,199480815,208087271,220088000,205074431,196014067,217448936,252513957
1009,2014,경기도,하남시,합계,101192205,96073245,87269630,84540766,79119175,82243744,87974658,90750526,85057157,79935852,84575233,98336397
1010,2014,경기도,양주시,합계,208657951,195483460,177268029,170885023,150270858,148691725,152334486,152091677,147885023,152409766,174839379,195307448
1011,2014,경기도,여주시,합계,136303722,129982724,114659947,104791121,93011874,90133605,91805690,92882452,89605289,89407661,112215963,123324765
1012,2014,경기도,화성시,합계,1260614152,1191438888,1199275185,1167390954,1119358837,1142354788,1224765282,1194624625,1135561467,1135644940,1182954499,1310520951
1013,2014,경기도,파주시,합계,697934102,645025654,645392339,623953269,612824132,614617784,647362251,658235968,622908842,614591906,631713028,681050526
1014,2014,경기도,광주시,합계,232173714,221893903,192696094,180993255,158725960,161330160,166879209,172454249,162003887,159392729,183324928,215265646
1015,2014,경기도,연천군,합계,57722670,55658993,45959273,42145433,36952479,34094206,33441394,35886565,34151684,34081072,44827897,50240295
1016,2014,경기도,포천시,합계,264958871,251348966,224596885,217259884,189126476,180887093,180864107,179550104,175895700,176168431,208811902,236704217
1017,2014,경기도,가평군,합계,71399437,68922905,56871863,48908861,42181423,38682877,39417230,43812302,40889904,40120173,51149374,61995084
1018,2014,경기도,양평군,합계,110323773,107525562,85705160,73821319,59299070,54755623,52730823,56655564,53387052,54153986,78487857,94388391
1019,2014,경기도,이천시,합계,392959365,366025569,361587203,344234311,338776705,341045029,362931468,369757715,346732771,343343366,365126432,392224200
1020,2014,경기도,용인시,합계,798144514,735903157,715000116,698147051,677253011,688009729,722838406,735280909,687832429,671185193,697333593,773500444
1021,2014,경기도,안성시,합계,260530495,248141432,224260600,211715580,188590716,191920046,207311294,206824680,196213722,191927998,215152463,242735316
1022,2014,경기도,김포시,합계,295245560,285108476,253921231,246717397,221078615,223611926,233112826,232388757,220571725,223329521,249203991,288978928
1023,2014,경기도,부천시,합계,386365147,370093264,337469518,329034781,306022669,327718402,355759566,362645071,336525557,310917002,318576370,365641198
1024,2014,경기도,성남시,합계,429218238,404343324,371463735,355874103,352069218,378037297,421203619,434309655,390668508,355726344,364117114,420837321
1025,2014,경기도,수원시,합계,467199908,445752143,406077338,397090830,377978768,406570657,443595921,461081097,424285598,388958965,396915986,454224581
1026,2014,경기도,안양시,합계,234666671,222069899,200897348,195117067,183452613,195457603,213026164,221404263,202650007,185392199,190955183,221335106
1027,2014,경기도,고양시,합계,440912536,420801930,366702520,346593578,314337588,321078835,346545191,373015939,339647978,316535542,341493784,405468046
1028,2014,강원도,춘천시,합계,160695760,152712210,131148137,123728530,107615211,108762849,113655338,120921258,110879231,106962436,124825738,148078951
1029,2014,강원도,원주시,합계,232259816,221589705,195842598,182697021,160640543,158380323,164015885,166298214,156895316,158158681,183277972,218340139
1030,2014,강원도,강릉시,합계,182496126,167145411,177979041,162556726,155526281,147312829,147846891,155493393,151188847,153466396,164567556,171482068
1031,2014,강원도,동해시,합계,245997126,210417879,252595366,237629205,249553676,244993698,256092081,241292038,251995627,267823110,256246978,264528555
1032,2014,강원도,태백시,합계,34349347,32515212,29669713,28307965,24991999,23505128,23211811,23521388,23642411,24508020,27905215,31246174
1033,2014,강원도,속초시,합계,45493008,43885902,38900765,36474330,32682229,32002521,33409666,37642608,34019909,32881554,35959898,41282087
1034,2014,강원도,삼척시,합계,104243310,95502466,103659534,108223201,106109358,96752254,97182121,101332913,95050362,101317630,106082578,109561957
1035,2014,강원도,홍천군,합계,75500923,71992052,59326012,53056579,46811646,44119407,44825625,48598632,44579889,45019455,56034867,69457828
1036,2014,강원도,횡성군,합계,63602422,57244818,49038028,44086329,37312359,35069525,35463830,37138303,35426136,36698347,47229991,58828335
1037,2014,강원도,영월군,합계,82471518,79294803,86174605,95493002,89733339,82275066,82522136,82097320,79269737,90731832,95597685,92777504
1038,2014,강원도,평창군,합계,71316504,65788022,53126492,46405240,39677963,35164628,35627888,38547779,36732614,40477243,51471611,68019252
1039,2014,강원도,정선군,합계,64426088,59347568,56845851,50712363,47877740,42072826,41893941,41232523,43919318,47778951,51603775,62860746
1040,2014,강원도,철원군,합계,53019627,51593071,41449141,36156177,31849424,29482621,27811092,30393242,28268072,30490352,43914489,47378091
1041,2014,강원도,화천군,합계,27644902,27162201,21616253,19071425,15696642,14553824,14130057,15789645,15084594,15356310,19414106,23615950
1042,2014,강원도,양구군,합계,24080990,23325340,19355756,17230924,13932442,12357112,11943239,12997160,12765069,13541842,19617178,21540644
1043,2014,강원도,인제군,합계,36585782,34969323,29285606,26462846,22968001,20397597,19378534,20345141,20556588,21980231,26824556,32718968
1044,2014,강원도,고성군,합계,28425208,27469738,25057477,23540155,20493315,19607039,20041222,21237872,20326639,20127255,22880007,26155420
1045,2014,강원도,양양군,합계,27070615,25985677,23485724,21465592,19005216,17889273,18219819,19997385,19108465,19004283,21685404,24301478
1046,2014,충청북도,충주시,합계,207119494,197135404,183899110,172638444,156684004,156748273,164171139,164865189,156277953,159395537,178704355,202598992
1047,2014,충청북도,제천시,합계,129558063,128438627,126510257,118854745,109094891,105190953,105384019,108344872,103902719,108630134,122831769,139324325
1048,2014,충청북도,청원군,합계,380104067,353994236,362502159,351316147,344525654,0,0,0,0,0,0,0
1049,2014,충청북도,보은군,합계,29791591,29336237,25104604,22953080,19552541,18839620,19137174,20396627,20512537,21153216,26993290,29867099
1050,2014,충청북도,옥천군,합계,57785527,57090884,53343233,49690389,44511748,43687297,44173523,44814507,43608186,43941197,48492107,54924245
1051,2014,충청북도,영동군,합계,41756460,41530058,37102855,35809160,30739673,29983082,29396382,29670153,30222702,30263472,35395653,39803676
1052,2014,충청북도,진천군,합계,167663312,160926924,160367701,155912992,148843307,149115080,157578973,151293504,142457123,149034317,155889038,166493962
1053,2014,충청북도,괴산군,합계,48493157,46130180,42179225,38267689,33251098,32028892,33754948,34391034,32180849,32833582,39004739,46011027
1054,2014,충청북도,음성군,합계,229968245,214014949,220813200,205718210,192108943,194011081,205991092,197625017,187371292,194208175,206877047,228918624
1055,2014,충청북도,단양군,합계,117243311,115249993,161624475,160894478,153341213,152455096,127026836,122611726,128628600,159957076,152386555,153927964
1056,2014,충청북도,청주시,합계,544182137,512423660,503813975,488015748,477798879,822875406,916839903,896135825,833182476,821166203,838108871,912658810
1057,2014,충청북도,증평군,합계,46499528,44701423,43896591,42606070,41459499,40214470,45202496,45604904,42034380,41585982,43585747,47473154
1058,2014,충청남도,아산시,합계,1013226298,933408943,1001098996,970755842,972271184,954221250,1007266978,995858352,957596569,982146711,987927765,1055835775
1059,2014,충청남도,보령시,합계,96475768,93739634,85236472,82736553,75335826,72997494,73304743,75623953,73374721,73501140,85698402,93641000
1060,2014,충청남도,공주시,합계,100811221,98331779,89527957,83022784,71569528,71130792,71252362,76057389,71923421,69878755,84769726,93416854
1061,2014,충청남도,서산시,합계,581002431,540124508,567063412,524055485,558875032,580626522,609726237,596071242,570602986,591701418,605864747,632530348
1062,2014,충청남도,천안시,합계,713395881,663236700,657881052,632281710,603044909,614991660,657382346,650048440,603825608,602244966,620451215,674680092
1063,2014,충청남도,금산군,합계,91145119,85266543,83169969,78849986,72546466,73030939,70903970,74819688,69831242,73490350,82240083,89510034
1064,2014,충청남도,연기군,합계,1437,1232,1253,843,1126,2099,2197,2626,2206,1792,1694,1544
1065,2014,충청남도,계룡시,합계,21386541,20632963,18573923,17481588,16766890,17849454,19804561,19761858,18073960,17638640,19204243,22063752
1066,2014,충청남도,논산시,합계,125077416,121374363,113114988,103370770,90950864,90219293,92353712,93921453,89168591,86193531,102525400,113843351
1067,2014,충청남도,부여군,합계,61151465,60752175,51766042,45334330,38885260,39379226,39044660,41950137,40179513,38110283,47911245,54434625
1068,2014,충청남도,서천군,합계,124712292,121463031,122879673,111598415,87744275,85038410,87275195,85661077,82978758,85887928,96576494,114641936
1069,2014,충청남도,청양군,합계,28376279,27820185,24673941,22069921,19884223,19545762,19847331,21841063,22136793,20146076,25709228,25959117
1070,2014,충청남도,홍성군,합계,79246059,76724373,68425268,64125620,57290473,55507777,57180326,61641358,57944696,55712689,71538781,75772984
1071,2014,충청남도,예산군,합계,88541608,86180820,78995443,73840234,67579882,63876841,65604913,66709275,64398493,63521928,74871413,85043557
1072,2014,충청남도,당진시,합계,1064371743,945124118,1078924555,1035556085,1049672142,1036754322,1017000420,990754952,977366992,1016715594,1011582640,982503506
1073,2014,충청남도,태안군,합계,51981935,50477731,44612351,44140874,37836446,34410397,32795740,41095034,45991769,41172875,65988195,51631296
1074,2014,전라북도,군산시,합계,744724858,684741346,743268802,730287878,740521585,725869052,729681249,642365894,705497481,733493285,712607319,745411039
1075,2014,전라북도,익산시,합계,304183441,287886711,282224645,272590127,257044717,260194165,272778729,265061034,230909906,232441306,250526401,271666324
1076,2014,전라북도,정읍시,합계,121758564,117622890,107771179,109082114,101987365,100607346,105498759,108935195,103849744,104015684,112700989,117412103
1077,2014,전라북도,남원시,합계,55517613,53196189,48616602,46811806,39813768,39402302,39114346,43330536,41493866,39349587,44885759,54603037
1078,2014,전라북도,김제시,합계,83898007,81672299,74412190,71727622,62881288,62021667,62794850,66197260,62802796,61866129,74673156,83354400
1079,2014,전라북도,완주군,합계,140999257,132731372,133249246,124822417,117925981,118476240,128909693,123548855,114693063,118524719,129055977,145222524
1080,2014,전라북도,진안군,합계,18376772,17964926,15554282,14732090,12779352,12103886,11772581,13138369,13889903,12690149,15405278,16849288
1081,2014,전라북도,무주군,합계,23452876,21908352,17425099,15076047,13115562,12557241,12584429,13602136,13159811,12850827,15834113,22312576
1082,2014,전라북도,장수군,합계,21377697,20960235,17884882,16478360,13552300,11950430,11332560,11836076,12161347,12914096,16802691,20411141
1083,2014,전라북도,임실군,합계,27237528,26898394,24270338,22612231,19872669,19740130,19584019,21464244,21761186,20936727,23299565,28022309
1084,2014,전라북도,순창군,합계,21773976,21085919,19197860,18323934,16525115,17083299,17615199,18760889,18265130,17430050,21662191,20847245
1085,2014,전라북도,고창군,합계,49693311,50372223,43317301,42233037,36892958,35784416,35988834,37830017,36570030,35124338,44607933,59953422
1086,2014,전라북도,부안군,합계,43820418,42687451,38612496,37330047,31945684,31643911,33135754,36926817,33852891,30954846,38782433,40959909
1087,2014,전라북도,전주시,합계,402733196,376562019,364728517,348903336,329701689,336477810,349362719,364726423,327647765,319305476,335276652,372083354
1088,2014,전라남도,목포시,합계,90727814,89429242,79196947,78905612,68797641,69826112,72977704,82951459,76640417,68971582,72243714,81435192
1089,2014,전라남도,여수시,합계,1069234678,983834663,1144605444,1105570295,1088349104,1041656711,1181292071,1164472310,1162261333,1256093296,1006251728,1177255109
1090,2014,전라남도,순천시,합계,166379242,157729779,149200396,141430637,136648479,137920860,144556269,153700392,137187644,139092937,145473384,160001784
1091,2014,전라남도,나주시,합계,88865741,84315794,80668667,77404362,72302644,75356411,78355184,82932905,77163269,72636774,81563263,89563045
1092,2014,전라남도,광양시,합계,478250297,450211901,607010263,598928294,631974084,532648313,471666745,446361414,512605382,612418070,555714570,514086051
1093,2014,전라남도,담양군,합계,48348556,46437509,41848836,38861864,34945358,34485475,34752732,35211758,36030512,34110916,38727947,43311150
1094,2014,전라남도,곡성군,합계,38039589,36110350,35949578,34435858,33349951,34645147,34498077,33467970,31667541,32415454,34100987,37074475
1095,2014,전라남도,구례군,합계,15694827,15317563,13419623,13065632,11256579,11010093,11049991,12851452,11952653,11150440,13285384,15167450
1096,2014,전라남도,고흥군,합계,46428943,46600469,43653089,39225534,27838364,27135138,25966159,30915765,28862844,25478779,33055741,37138484
1097,2014,전라남도,보성군,합계,26100902,25495878,21913461,21561965,19075179,19123519,18753598,22217508,21355692,19169722,22997660,25846310
1098,2014,전라남도,화순군,합계,50343451,47483144,43011200,40928699,36481753,35794361,35984793,39547180,37846811,35966250,41692856,48028570
1099,2014,전라남도,장흥군,합계,30176058,32369242,30409558,29663667,20979200,19337341,20962657,24251985,22358619,20303280,26126525,26231074
1100,2014,전라남도,강진군,합계,28284217,27296886,24316705,23811277,19353350,20876048,19725160,22827845,21429527,19675619,25733543,25776715
1101,2014,전라남도,해남군,합계,68964312,72597581,71706309,65722128,45103473,41066968,40629863,44889212,41281753,39273921,54271111,65295105
1102,2014,전라남도,영암군,합계,123690834,113822383,120414894,112870772,108790368,119457097,126826113,115801487,116991212,116933564,119822546,127199913
1103,2014,전라남도,무안군,합계,49943677,48931166,45116244,42853959,37690305,38348420,41953575,45241002,42742180,39973738,48726491,47216425
1104,2014,전라남도,함평군,합계,30137131,29845384,27347765,26573549,22998394,22043282,24181247,26837385,25551156,23677745,30335271,30203682
1105,2014,전라남도,영광군,합계,50281590,65089212,60946375,46220939,45701137,42622788,41373027,44012648,44808658,50538780,63153427,52355739
1106,2014,전라남도,장성군,합계,55217373,49141971,50799332,49165438,45894787,45998715,44392035,46838645,47986340,45752198,51180547,51987973
1107,2014,전라남도,완도군,합계,64052052,66403061,62816652,73509304,68870516,66678166,67778131,75215257,75107298,72435307,77534005,69037009
1108,2014,전라남도,진도군,합계,25933527,27510659,25891474,25479469,20984294,19888906,19136575,21894309,21267351,19982866,24067733,23486072
1109,2014,전라남도,신안군,합계,23755016,25797658,24376605,23752363,16865849,15964435,17107102,20326278,21216937,18160130,21494089,21164712
1110,2014,경상북도,경주시,합계,366404359,343221669,341865143,331761225,301236223,293001360,299451560,303646238,289381572,290638228,329948373,369132739
1111,2014,경상북도,김천시,합계,175872724,167405409,163317091,159318349,151036808,150810097,158272007,159933719,152533321,153354365,164221548,173361460
1112,2014,경상북도,안동시,합계,103918027,99131564,87362158,80766513,71689491,72395255,75012554,78626030,70820002,69526239,82659015,97385057
1113,2014,경상북도,구미시,합계,883923064,814852045,864192294,844039133,852532445,855546791,928183464,911035305,861668778,823893431,813943582,834410086
1114,2014,경상북도,영주시,합계,115536348,108331750,109973423,104052876,101275700,97899813,98185526,103946461,99590756,103467644,109039058,117701696
1115,2014,경상북도,영천시,합계,129175227,123785448,117787024,117574871,105225266,105836859,110241708,105868505,103450986,109323548,117734624,128974119
1116,2014,경상북도,상주시,합계,67438831,65864558,56269708,51843321,47578045,47035351,46848251,50958707,48785484,46523930,63958830,64398228
1117,2014,경상북도,문경시,합계,56997749,55905756,50429313,47808192,42746661,41249001,42053257,43784446,41464125,41630089,47814159,53428386
1118,2014,경상북도,경산시,합계,249180648,235316802,227999734,224975512,207228397,211514837,218088210,213389930,205355788,209897338,220047395,241842034
1119,2014,경상북도,군위군,합계,30300470,29590323,27418346,25882777,23260459,22661535,23278767,24641800,23086641,23431724,26382788,28383003
1120,2014,경상북도,의성군,합계,38913379,38510439,33759031,32756521,29851707,32707578,31253806,34465875,29629511,28621202,34124089,36052719
1121,2014,경상북도,청송군,합계,18695310,18168310,15838874,14845893,12456093,11975359,11452003,12362415,12024700,12265488,15146786,17286378
1122,2014,경상북도,영양군,합계,11685155,11817705,9908235,8927287,7556268,6456103,6158949,7350019,8962983,8457826,9271688,10142860
1123,2014,경상북도,영덕군,합계,29179830,28320955,24728735,23526674,20769940,20210769,19523799,21937470,20333562,20375922,23629396,26236001
1124,2014,경상북도,청도군,합계,44426059,42305147,37462809,35581550,31810247,31392715,32256160,35739391,34369881,35311509,40500566,46256706
1125,2014,경상북도,고령군,합계,103723082,100063765,103726936,103610312,96834684,94697161,99248364,91177723,91216485,97228556,97423464,106970545
1126,2014,경상북도,성주군,합계,82399201,78942666,75132849,73497659,67288985,68069947,69084234,66741524,63935873,69046515,75358799,81686405
1127,2014,경상북도,칠곡군,합계,185294228,177036682,173450235,167108074,159103716,158390935,170941317,161271357,155157159,160897117,170694059,183441974
1128,2014,경상북도,예천군,합계,29892988,29371185,24453654,22427692,20068548,20562767,19478904,22788693,19776196,19606367,28386842,27487333
1129,2014,경상북도,봉화군,합계,164243623,149822905,157016085,158463795,159809158,154406297,150808224,159838508,152303652,151460898,152336648,158257703
1130,2014,경상북도,울진군,합계,41804465,43872843,39215300,41237221,48248726,51103434,40493267,35907926,44927889,33071587,40636832,59547065
1131,2014,경상북도,울릉군,합계,4837471,4462064,4595322,4909393,4427830,4196448,4062794,4496679,4206872,4282429,4688424,4869925
1132,2014,경상북도,포항시,합계,1230694065,1075405821,1269510158,1205683463,1165085852,1179261636,1177562072,1036099101,1114659761,1221207420,1106358448,1115141613
1133,2014,경상남도,진주시,합계,264260249,251231630,227081046,210713690,183565520,175990634,177181708,183651201,172520334,171331257,192777733,236100876
1134,2014,경상남도,창원시,합계,989936798,943742986,955875223,918536106,863821554,854849301,926784150,854991771,844841104,857951439,866514303,960921388
1135,2014,경상남도,통영시,합계,97650878,91572746,88122380,83598345,76054058,76715464,84449505,91997980,86919614,83926668,87397166,100873610
1136,2014,경상남도,사천시,합계,117457225,112629292,108989134,105570966,97922192,96978002,102726603,102732002,98750386,98953462,102779502,114478180
1137,2014,경상남도,김해시,합계,470973293,453281368,433308299,428946102,385559994,393686763,411052490,407970618,393353207,393349424,413084575,457759639
1138,2014,경상남도,밀양시,합계,123499662,117700973,104690710,95205681,77609498,70420741,72760412,73903942,69442383,70542845,80437591,108677670
1139,2014,경상남도,거제시,합계,197577467,190500425,184440235,169064524,160493806,163625140,184761370,179245254,169869205,161579976,166221495,190350494
1140,2014,경상남도,의령군,합계,40497503,38667355,35323550,32448326,29957028,29117188,29691813,30632673,28780090,29121087,32487328,35535146
1141,2014,경상남도,함안군,합계,230750066,215104184,227064570,222240994,208569752,220854501,216585106,177021020,190184483,200189551,203793506,221400666
1142,2014,경상남도,창녕군,합계,86494172,82715024,75079017,67971617,58511281,57889561,63261016,65395213,61238555,59577409,67550918,83581431
1143,2014,경상남도,양산시,합계,305463331,286886460,286347683,281556768,266820302,272078808,292017035,279574092,263808733,271401339,268124710,309466209
1144,2014,경상남도,고성군,합계,61997853,59470801,56487431,53307680,48476908,43840419,48135020,49930420,48759695,47638994,52872402,60007519
1145,2014,경상남도,남해군,합계,25068892,24555876,21547160,21017233,19083054,19356268,18222805,22709499,20133357,18459955,21006975,22369860
1146,2014,경상남도,하동군,합계,31975445,31783346,27081983,24935498,22294923,23960301,19909679,23236571,22849743,22752760,27674605,30048537
1147,2014,경상남도,산청군,합계,29776307,28485639,23873612,21626386,18935458,18699490,18632213,21311304,20249966,19470594,24637839,27077444
1148,2014,경상남도,함양군,합계,24172849,23767103,20324679,19695704,17282399,17077856,17223015,19858814,19954074,18307740,21400949,23108788
1149,2014,경상남도,거창군,합계,42009597,40800087,36433216,34999285,30915909,30421852,30878618,32438226,32129367,31238866,35044986,38964584
1150,2014,경상남도,합천군,합계,36783200,37020818,32063805,28783834,24971224,24940322,25513082,27460276,26169839,25154758,30903776,33014751
1151,2014,제주특별자치도,제주시,합계,235432198,230318683,210819095,209829454,193880994,196168044,203046525,228685247,211323838,196827568,205811258,224403119
1152,2014,제주특별자치도,서귀포시,합계,159573080,162144971,148801345,152216176,138298258,128152063,126021205,135380658,130069199,121333073,128432150,143121950
1153,2014,세종특별자치시,세종시,합계,219354361,201659488,208030115,200309963,189967922,191638551,203944572,196298672,190143083,197354074,210214674,228116450
