,연월,연도,월,시도,고용률
1901,2012_06,2012,6,전라북도,59.5
1902,2012_07,2012,7,전라북도,59.0
1903,2012_08,2012,8,전라북도,59.1
1904,2012_09,2012,9,전라북도,59.8
1905,2012_10,2012,10,전라북도,59.4
1906,2012_11,2012,11,전라북도,58.5
1907,2012_12,2012,12,전라북도,55.8
1908,2013_01,2013,1,전라북도,54.5
1909,2013_02,2013,2,전라북도,54.7
1910,2013_03,2013,3,전라북도,56.7
1911,2013_04,2013,4,전라북도,58.9
1912,2013_05,2013,5,전라북도,61.0
1913,2013_06,2013,6,전라북도,60.4
1914,2013_07,2013,7,전라북도,60.9
1915,2013_08,2013,8,전라북도,59.8
1916,2013_09,2013,9,전라북도,60.1
1917,2013_10,2013,10,전라북도,60.2
1918,2013_11,2013,11,전라북도,59.6
1919,2013_12,2013,12,전라북도,56.1
1920,2014_01,2014,1,전라북도,54.6
1921,2014_02,2014,2,전라북도,54.5
1922,2014_03,2014,3,전라북도,56.3
1923,2014_04,2014,4,전라북도,58.8
1924,2014_05,2014,5,전라북도,60.1
1925,2014_06,2014,6,전라북도,59.8
1926,2014_07,2014,7,전라북도,59.3
1927,2014_08,2014,8,전라북도,59.3
1928,2014_09,2014,9,전라북도,59.6
1929,2014_10,2014,10,전라북도,60.5
1930,2014_11,2014,11,전라북도,60.1
1931,2014_12,2014,12,전라북도,56.5
1932,2015_01,2015,1,전라북도,55.6
1933,2015_02,2015,2,전라북도,56.2
1934,2015_03,2015,3,전라북도,57.7
1935,2015_04,2015,4,전라북도,59.6
1936,2015_05,2015,5,전라북도,60.9
1937,2015_06,2015,6,전라북도,60.4
1938,2015_07,2015,7,전라북도,60.5
1939,2015_08,2015,8,전라북도,60.4
1940,2015_09,2015,9,전라북도,60.9
1941,2015_10,2015,10,전라북도,60.6
1942,2015_11,2015,11,전라북도,59.9
1943,2015_12,2015,12,전라북도,57.2
1944,2016_01,2016,1,전라북도,56.0
1945,2016_02,2016,2,전라북도,56.5
1946,2016_03,2016,3,전라북도,58.9
1947,2016_04,2016,4,전라북도,60.5
1948,2016_05,2016,5,전라북도,61.1
1949,2016_06,2016,6,전라북도,61.4
1950,2016_07,2016,7,전라북도,61.3
1951,2016_08,2016,8,전라북도,61.8
1952,2016_09,2016,9,전라북도,61.8
1953,2016_10,2016,10,전라북도,61.5
1954,2016_11,2016,11,전라북도,60.5
1955,2016_12,2016,12,전라북도,58.0
1956,2017_01,2017,1,전라북도,56.6
1957,2017_02,2017,2,전라북도,55.9
1958,2017_03,2017,3,전라북도,58.2
1959,2017_04,2017,4,전라북도,59.6
1960,2017_05,2017,5,전라북도,60.1
1961,2017_06,2017,6,전라북도,59.5
1962,2017_07,2017,7,전라북도,59.4
1963,2017_08,2017,8,전라북도,58.8
1964,2017_09,2017,9,전라북도,59.7
1965,2017_10,2017,10,전라북도,59.5
1966,2017_11,2017,11,전라북도,59.4
1967,2017_12,2017,12,전라북도,56.6
1968,2018_01,2018,1,전라북도,55.4
1969,2018_02,2018,2,전라북도,56.1
1970,2018_03,2018,3,전라북도,57.4
1971,2018_04,2018,4,전라북도,58.7
1972,2018_05,2018,5,전라북도,59.3
1973,2018_06,2018,6,전라북도,59.2
1974,2018_07,2018,7,전라북도,59.1
1975,2018_08,2018,8,전라북도,58.4
1976,2018_09,2018,9,전라북도,59.3
1977,2018_10,2018,10,전라북도,59.5
1978,2018_11,2018,11,전라북도,59.3
1979,2018_12,2018,12,전라북도,57.9
1980,2019_01,2019,1,전라북도,57.1
1981,2019_02,2019,2,전라북도,57.6
1982,2019_03,2019,3,전라북도,58.2
1983,2019_04,2019,4,전라북도,59.6
1984,2019_05,2019,5,전라북도,60.3
1985,2019_06,2019,6,전라북도,60.4
1986,2019_07,2019,7,전라북도,60.2
1987,2019_08,2019,8,전라북도,59.3
1988,2019_09,2019,9,전라북도,59.8
1989,2019_10,2019,10,전라북도,59.8
1990,2019_11,2019,11,전라북도,60.4
1991,2019_12,2019,12,전라북도,59.4
1992,2020_01,2020,1,전라북도,58.2
1993,2020_02,2020,2,전라북도,58.0
1994,2020_03,2020,3,전라북도,58.2
1995,2020_04,2020,4,전라북도,58.7
1996,2020_05,2020,5,전라북도,59.8
1997,2020_06,2020,6,전라북도,60.7
1998,2020_07,2020,7,전라북도,60.9
1999,2020_08,2020,8,전라북도,60.6
2000,2020_09,2020,9,전라북도,61.2
2001,2020_10,2020,10,전라북도,61.6
2002,2020_11,2020,11,전라북도,62.2
2003,2020_12,2020,12,전라북도,59.1
2004,2021_01,2021,1,전라북도,57.4
2005,2021_02,2021,2,전라북도,59.7
2006,2021_03,2021,3,전라북도,60.9
2007,2021_04,2021,4,전라북도,61.0
2008,2021_05,2021,5,전라북도,61.8
2009,2021_06,2021,6,전라북도,62.8
2010,2021_07,2021,7,전라북도,62.4
2011,2021_08,2021,8,전라북도,62.3
2012,2021_09,2021,9,전라북도,62.4
2013,2021_10,2021,10,전라북도,62.5
2014,2021_11,2021,11,전라북도,62.3
2015,2021_12,2021,12,전라북도,59.4
2016,2022_01,2022,1,전라북도,59.3
2017,2022_02,2022,2,전라북도,60.0
2018,2022_03,2022,3,전라북도,60.8
2019,2022_04,2022,4,전라북도,62.7
2020,2022_05,2022,5,전라북도,63.6
2021,2022_06,2022,6,전라북도,63.6
2022,2022_07,2022,7,전라북도,64.5
2023,2022_08,2022,8,전라북도,63.2
2024,2022_09,2022,9,전라북도,63.3
2025,2022_10,2022,10,전라북도,63.3
2026,2022_11,2022,11,전라북도,63.1
2027,2022_12,2022,12,전라북도,59.0
2028,2010_01,2010,1,전라남도,61.2
2029,2010_02,2010,2,전라남도,62.3
2030,2010_03,2010,3,전라남도,62.4
2031,2010_04,2010,4,전라남도,63.4
2032,2010_05,2010,5,전라남도,64.1
2033,2010_06,2010,6,전라남도,63.2
2034,2010_07,2010,7,전라남도,62.2
2035,2010_08,2010,8,전라남도,60.6
2036,2010_09,2010,9,전라남도,61.9
2037,2010_10,2010,10,전라남도,62.8
2038,2010_11,2010,11,전라남도,62.4
2039,2010_12,2010,12,전라남도,61.0
2040,2011_01,2011,1,전라남도,57.7
2041,2011_02,2011,2,전라남도,59.0
2042,2011_03,2011,3,전라남도,61.4
2043,2011_04,2011,4,전라남도,62.5
2044,2011_05,2011,5,전라남도,63.8
2045,2011_06,2011,6,전라남도,64.7
2046,2011_07,2011,7,전라남도,63.9
2047,2011_08,2011,8,전라남도,63.4
2048,2011_09,2011,9,전라남도,62.9
2049,2011_10,2011,10,전라남도,63.9
2050,2011_11,2011,11,전라남도,62.9
2051,2011_12,2011,12,전라남도,61.0
2052,2012_01,2012,1,전라남도,60.3
2053,2012_02,2012,2,전라남도,60.9
2054,2012_03,2012,3,전라남도,62.3
2055,2012_04,2012,4,전라남도,63.6
2056,2012_05,2012,5,전라남도,64.7
2057,2012_06,2012,6,전라남도,64.9
2058,2012_07,2012,7,전라남도,64.0
2059,2012_08,2012,8,전라남도,63.5
2060,2012_09,2012,9,전라남도,64.2
2061,2012_10,2012,10,전라남도,63.9
2062,2012_11,2012,11,전라남도,64.0
2063,2012_12,2012,12,전라남도,62.1
2064,2013_01,2013,1,전라남도,60.6
2065,2013_02,2013,2,전라남도,60.4
2066,2013_03,2013,3,전라남도,61.3
2067,2013_04,2013,4,전라남도,63.3
2068,2013_05,2013,5,전라남도,64.0
2069,2013_06,2013,6,전라남도,64.0
2070,2013_07,2013,7,전라남도,63.5
2071,2013_08,2013,8,전라남도,63.0
2072,2013_09,2013,9,전라남도,63.4
2073,2013_10,2013,10,전라남도,63.9
2074,2013_11,2013,11,전라남도,62.7
2075,2013_12,2013,12,전라남도,61.4
2076,2014_01,2014,1,전라남도,59.5
2077,2014_02,2014,2,전라남도,59.7
2078,2014_03,2014,3,전라남도,61.0
2079,2014_04,2014,4,전라남도,63.1
2080,2014_05,2014,5,전라남도,64.1
2081,2014_06,2014,6,전라남도,62.9
2082,2014_07,2014,7,전라남도,62.2
2083,2014_08,2014,8,전라남도,61.9
2084,2014_09,2014,9,전라남도,62.8
2085,2014_10,2014,10,전라남도,63.8
2086,2014_11,2014,11,전라남도,63.4
2087,2014_12,2014,12,전라남도,61.5
2088,2015_01,2015,1,전라남도,60.4
2089,2015_02,2015,2,전라남도,60.4
2090,2015_03,2015,3,전라남도,61.6
2091,2015_04,2015,4,전라남도,62.7
2092,2015_05,2015,5,전라남도,63.6
2093,2015_06,2015,6,전라남도,64.5
2094,2015_07,2015,7,전라남도,63.9
2095,2015_08,2015,8,전라남도,63.2
2096,2015_09,2015,9,전라남도,63.6
2097,2015_10,2015,10,전라남도,63.9
2098,2015_11,2015,11,전라남도,63.8
2099,2015_12,2015,12,전라남도,62.2
2100,2016_01,2016,1,전라남도,59.0
2101,2016_02,2016,2,전라남도,59.0
2102,2016_03,2016,3,전라남도,61.6
2103,2016_04,2016,4,전라남도,63.1
2104,2016_05,2016,5,전라남도,63.4
2105,2016_06,2016,6,전라남도,63.6
2106,2016_07,2016,7,전라남도,63.9
2107,2016_08,2016,8,전라남도,64.5
2108,2016_09,2016,9,전라남도,64.4
2109,2016_10,2016,10,전라남도,64.2
2110,2016_11,2016,11,전라남도,64.1
2111,2016_12,2016,12,전라남도,61.2
2112,2017_01,2017,1,전라남도,58.7
2113,2017_02,2017,2,전라남도,59.7
2114,2017_03,2017,3,전라남도,61.1
2115,2017_04,2017,4,전라남도,62.1
2116,2017_05,2017,5,전라남도,63.0
2117,2017_06,2017,6,전라남도,63.1
2118,2017_07,2017,7,전라남도,62.5
2119,2017_08,2017,8,전라남도,62.6
2120,2017_09,2017,9,전라남도,63.5
2121,2017_10,2017,10,전라남도,63.6
2122,2017_11,2017,11,전라남도,63.5
2123,2017_12,2017,12,전라남도,61.8
2124,2018_01,2018,1,전라남도,60.2
2125,2018_02,2018,2,전라남도,59.7
2126,2018_03,2018,3,전라남도,61.1
2127,2018_04,2018,4,전라남도,62.9
2128,2018_05,2018,5,전라남도,63.2
2129,2018_06,2018,6,전라남도,62.9
2130,2018_07,2018,7,전라남도,62.7
2131,2018_08,2018,8,전라남도,62.5
2132,2018_09,2018,9,전라남도,63.3
2133,2018_10,2018,10,전라남도,63.8
2134,2018_11,2018,11,전라남도,63.7
2135,2018_12,2018,12,전라남도,63.1
2136,2019_01,2019,1,전라남도,61.2
2137,2019_02,2019,2,전라남도,61.6
2138,2019_03,2019,3,전라남도,62.9
2139,2019_04,2019,4,전라남도,63.0
2140,2019_05,2019,5,전라남도,63.5
2141,2019_06,2019,6,전라남도,63.5
2142,2019_07,2019,7,전라남도,63.0
2143,2019_08,2019,8,전라남도,63.7
2144,2019_09,2019,9,전라남도,65.0
2145,2019_10,2019,10,전라남도,65.2
2146,2019_11,2019,11,전라남도,64.8
2147,2019_12,2019,12,전라남도,63.6
2148,2020_01,2020,1,전라남도,62.4
2149,2020_02,2020,2,전라남도,63.3
2150,2020_03,2020,3,전라남도,62.8
2151,2020_04,2020,4,전라남도,62.9
2152,2020_05,2020,5,전라남도,64.3
2153,2020_06,2020,6,전라남도,65.0
2154,2020_07,2020,7,전라남도,64.5
2155,2020_08,2020,8,전라남도,64.5
2156,2020_09,2020,9,전라남도,64.5
2157,2020_10,2020,10,전라남도,64.9
2158,2020_11,2020,11,전라남도,64.7
2159,2020_12,2020,12,전라남도,62.6
2160,2021_01,2021,1,전라남도,60.4
2161,2021_02,2021,2,전라남도,62.5
2162,2021_03,2021,3,전라남도,63.6
2163,2021_04,2021,4,전라남도,64.4
2164,2021_05,2021,5,전라남도,65.7
2165,2021_06,2021,6,전라남도,65.8
2166,2021_07,2021,7,전라남도,65.1
2167,2021_08,2021,8,전라남도,65.6
2168,2021_09,2021,9,전라남도,66.3
2169,2021_10,2021,10,전라남도,66.7
2170,2021_11,2021,11,전라남도,66.1
2171,2021_12,2021,12,전라남도,63.2
2172,2022_01,2022,1,전라남도,63.3
2173,2022_02,2022,2,전라남도,64.6
2174,2022_03,2022,3,전라남도,65.2
2175,2022_04,2022,4,전라남도,66.4
2176,2022_05,2022,5,전라남도,67.9
2177,2022_06,2022,6,전라남도,66.9
2178,2022_07,2022,7,전라남도,66.3
2179,2022_08,2022,8,전라남도,67.0
2180,2022_09,2022,9,전라남도,67.6
2181,2022_10,2022,10,전라남도,67.3
2182,2022_11,2022,11,전라남도,67.9
2183,2022_12,2022,12,전라남도,65.0
2184,2010_01,2010,1,경상북도,57.4
2185,2010_02,2010,2,경상북도,57.9
2186,2010_03,2010,3,경상북도,60.5
2187,2010_04,2010,4,경상북도,63.3
2188,2010_05,2010,5,경상북도,64.7
2189,2010_06,2010,6,경상북도,65.0
2190,2010_07,2010,7,경상북도,64.7
2191,2010_08,2010,8,경상북도,62.9
2192,2010_09,2010,9,경상북도,63.7
2193,2010_10,2010,10,경상북도,63.6
2194,2010_11,2010,11,경상북도,63.5
2195,2010_12,2010,12,경상북도,60.7
2196,2011_01,2011,1,경상북도,57.0
2197,2011_02,2011,2,경상북도,57.8
2198,2011_03,2011,3,경상북도,60.4
2199,2011_04,2011,4,경상북도,61.9
2200,2011_05,2011,5,경상북도,63.9
2201,2011_06,2011,6,경상북도,64.0
2202,2011_07,2011,7,경상북도,64.3
2203,2011_08,2011,8,경상북도,63.7
2204,2011_09,2011,9,경상북도,63.0
2205,2011_10,2011,10,경상북도,63.8
2206,2011_11,2011,11,경상북도,63.1
2207,2011_12,2011,12,경상북도,59.5
2208,2012_01,2012,1,경상북도,58.0
2209,2012_02,2012,2,경상북도,58.4
2210,2012_03,2012,3,경상북도,61.3
2211,2012_04,2012,4,경상북도,62.9
2212,2012_05,2012,5,경상북도,64.0
2213,2012_06,2012,6,경상북도,63.9
2214,2012_07,2012,7,경상북도,63.8
2215,2012_08,2012,8,경상북도,63.3
2216,2012_09,2012,9,경상북도,63.6
2217,2012_10,2012,10,경상북도,63.8
2218,2012_11,2012,11,경상북도,63.7
2219,2012_12,2012,12,경상북도,59.8
2220,2013_01,2013,1,경상북도,57.4
2221,2013_02,2013,2,경상북도,58.0
2222,2013_03,2013,3,경상북도,60.7
2223,2013_04,2013,4,경상북도,63.0
2224,2013_05,2013,5,경상북도,64.5
2225,2013_06,2013,6,경상북도,64.0
2226,2013_07,2013,7,경상북도,63.3
2227,2013_08,2013,8,경상북도,63.4
2228,2013_09,2013,9,경상북도,63.5
2229,2013_10,2013,10,경상북도,63.7
2230,2013_11,2013,11,경상북도,63.6
2231,2013_12,2013,12,경상북도,59.8
2232,2014_01,2014,1,경상북도,59.9
2233,2014_02,2014,2,경상북도,60.3
2234,2014_03,2014,3,경상북도,62.7
2235,2014_04,2014,4,경상북도,64.2
2236,2014_05,2014,5,경상북도,64.6
2237,2014_06,2014,6,경상북도,64.6
2238,2014_07,2014,7,경상북도,64.7
2239,2014_08,2014,8,경상북도,64.3
2240,2014_09,2014,9,경상북도,64.1
2241,2014_10,2014,10,경상북도,64.4
2242,2014_11,2014,11,경상북도,63.8
2243,2014_12,2014,12,경상북도,60.9
2244,2015_01,2015,1,경상북도,59.2
2245,2015_02,2015,2,경상북도,59.4
2246,2015_03,2015,3,경상북도,61.6
2247,2015_04,2015,4,경상북도,63.1
2248,2015_05,2015,5,경상북도,63.9
2249,2015_06,2015,6,경상북도,63.4
2250,2015_07,2015,7,경상북도,63.4
2251,2015_08,2015,8,경상북도,62.9
2252,2015_09,2015,9,경상북도,62.9
2253,2015_10,2015,10,경상북도,63.8
2254,2015_11,2015,11,경상북도,63.5
2255,2015_12,2015,12,경상북도,61.2
2256,2016_01,2016,1,경상북도,60.1
2257,2016_02,2016,2,경상북도,60.2
2258,2016_03,2016,3,경상북도,61.6
2259,2016_04,2016,4,경상북도,62.4
2260,2016_05,2016,5,경상북도,63.4
2261,2016_06,2016,6,경상북도,63.9
2262,2016_07,2016,7,경상북도,63.1
2263,2016_08,2016,8,경상북도,63.2
2264,2016_09,2016,9,경상북도,62.7
2265,2016_10,2016,10,경상북도,63.5
2266,2016_11,2016,11,경상북도,63.3
2267,2016_12,2016,12,경상북도,61.4
2268,2017_01,2017,1,경상북도,60.0
2269,2017_02,2017,2,경상북도,60.6
2270,2017_03,2017,3,경상북도,61.9
2271,2017_04,2017,4,경상북도,62.4
2272,2017_05,2017,5,경상북도,63.8
2273,2017_06,2017,6,경상북도,64.0
2274,2017_07,2017,7,경상북도,63.4
2275,2017_08,2017,8,경상북도,63.0
2276,2017_09,2017,9,경상북도,63.3
2277,2017_10,2017,10,경상북도,63.4
2278,2017_11,2017,11,경상북도,62.9
2279,2017_12,2017,12,경상북도,60.8
2280,2018_01,2018,1,경상북도,59.3
2281,2018_02,2018,2,경상북도,58.7
2282,2018_03,2018,3,경상북도,60.6
2283,2018_04,2018,4,경상북도,62.1
2284,2018_05,2018,5,경상북도,62.3
2285,2018_06,2018,6,경상북도,62.4
2286,2018_07,2018,7,경상북도,62.2
2287,2018_08,2018,8,경상북도,62.2
2288,2018_09,2018,9,경상북도,62.5
2289,2018_10,2018,10,경상북도,63.1
2290,2018_11,2018,11,경상북도,63.2
2291,2018_12,2018,12,경상북도,60.5
2292,2019_01,2019,1,경상북도,58.8
2293,2019_02,2019,2,경상북도,59.8
2294,2019_03,2019,3,경상북도,61.0
2295,2019_04,2019,4,경상북도,61.4
2296,2019_05,2019,5,경상북도,62.0
2297,2019_06,2019,6,경상북도,62.4
2298,2019_07,2019,7,경상북도,62.4
2299,2019_08,2019,8,경상북도,62.5
2300,2019_09,2019,9,경상북도,62.4
2301,2019_10,2019,10,경상북도,62.8
2302,2019_11,2019,11,경상북도,63.5
2303,2019_12,2019,12,경상북도,61.1
2304,2020_01,2020,1,경상북도,60.0
2305,2020_02,2020,2,경상북도,60.6
2306,2020_03,2020,3,경상북도,60.0
2307,2020_04,2020,4,경상북도,60.1
2308,2020_05,2020,5,경상북도,61.2
2309,2020_06,2020,6,경상북도,61.3
2310,2020_07,2020,7,경상북도,62.3
2311,2020_08,2020,8,경상북도,62.1
2312,2020_09,2020,9,경상북도,62.0
2313,2020_10,2020,10,경상북도,62.0
2314,2020_11,2020,11,경상북도,62.3
2315,2020_12,2020,12,경상북도,59.7
2316,2021_01,2021,1,경상북도,57.5
2317,2021_02,2021,2,경상북도,58.4
2318,2021_03,2021,3,경상북도,59.7
2319,2021_04,2021,4,경상북도,60.9
2320,2021_05,2021,5,경상북도,61.5
2321,2021_06,2021,6,경상북도,61.6
2322,2021_07,2021,7,경상북도,62.3
2323,2021_08,2021,8,경상북도,62.0
2324,2021_09,2021,9,경상북도,62.7
2325,2021_10,2021,10,경상북도,62.8
2326,2021_11,2021,11,경상북도,62.2
2327,2021_12,2021,12,경상북도,60.5
2328,2022_01,2022,1,경상북도,59.1
2329,2022_02,2022,2,경상북도,60.3
2330,2022_03,2022,3,경상북도,62.3
2331,2022_04,2022,4,경상북도,63.3
2332,2022_05,2022,5,경상북도,64.7
2333,2022_06,2022,6,경상북도,64.4
2334,2022_07,2022,7,경상북도,63.9
2335,2022_08,2022,8,경상북도,64.0
2336,2022_09,2022,9,경상북도,63.4
2337,2022_10,2022,10,경상북도,64.2
2338,2022_11,2022,11,경상북도,63.8
2339,2022_12,2022,12,경상북도,60.9
2340,2010_01,2010,1,경상남도,57.4
2341,2010_02,2010,2,경상남도,57.3
2342,2010_03,2010,3,경상남도,58.8
2343,2010_04,2010,4,경상남도,60.2
2344,2010_05,2010,5,경상남도,60.9
2345,2010_06,2010,6,경상남도,61.3
2346,2010_07,2010,7,경상남도,60.8
2347,2010_08,2010,8,경상남도,60.0
2348,2010_09,2010,9,경상남도,59.9
2349,2010_10,2010,10,경상남도,60.6
2350,2010_11,2010,11,경상남도,60.3
2351,2010_12,2010,12,경상남도,59.1
2352,2011_01,2011,1,경상남도,58.0
2353,2011_02,2011,2,경상남도,59.2
2354,2011_03,2011,3,경상남도,60.8
2355,2011_04,2011,4,경상남도,61.8
2356,2011_05,2011,5,경상남도,62.4
2357,2011_06,2011,6,경상남도,62.3
2358,2011_07,2011,7,경상남도,60.6
2359,2011_08,2011,8,경상남도,60.3
2360,2011_09,2011,9,경상남도,60.3
2361,2011_10,2011,10,경상남도,61.7
2362,2011_11,2011,11,경상남도,61.6
2363,2011_12,2011,12,경상남도,59.9
2364,2012_01,2012,1,경상남도,58.9
2365,2012_02,2012,2,경상남도,59.1
2366,2012_03,2012,3,경상남도,59.8
2367,2012_04,2012,4,경상남도,61.2
2368,2012_05,2012,5,경상남도,61.5
2369,2012_06,2012,6,경상남도,61.2
2370,2012_07,2012,7,경상남도,60.4
2371,2012_08,2012,8,경상남도,60.5
2372,2012_09,2012,9,경상남도,60.2
2373,2012_10,2012,10,경상남도,60.5
2374,2012_11,2012,11,경상남도,60.6
2375,2012_12,2012,12,경상남도,58.3
2376,2013_01,2013,1,경상남도,57.8
2377,2013_02,2013,2,경상남도,58.4
2378,2013_03,2013,3,경상남도,59.7
2379,2013_04,2013,4,경상남도,60.6
2380,2013_05,2013,5,경상남도,61.2
2381,2013_06,2013,6,경상남도,61.8
2382,2013_07,2013,7,경상남도,61.4
2383,2013_08,2013,8,경상남도,60.4
2384,2013_09,2013,9,경상남도,60.8
2385,2013_10,2013,10,경상남도,61.0
2386,2013_11,2013,11,경상남도,61.4
2387,2013_12,2013,12,경상남도,59.7
2388,2014_01,2014,1,경상남도,59.9
2389,2014_02,2014,2,경상남도,60.0
2390,2014_03,2014,3,경상남도,60.2
2391,2014_04,2014,4,경상남도,60.8
2392,2014_05,2014,5,경상남도,61.0
2393,2014_06,2014,6,경상남도,60.4
2394,2014_07,2014,7,경상남도,60.3
2395,2014_08,2014,8,경상남도,60.2
2396,2014_09,2014,9,경상남도,60.3
2397,2014_10,2014,10,경상남도,59.8
2398,2014_11,2014,11,경상남도,60.5
2399,2014_12,2014,12,경상남도,58.9
2400,2015_01,2015,1,경상남도,58.3
2401,2015_02,2015,2,경상남도,58.5
2402,2015_03,2015,3,경상남도,59.2
2403,2015_04,2015,4,경상남도,60.5
2404,2015_05,2015,5,경상남도,61.3
2405,2015_06,2015,6,경상남도,61.2
2406,2015_07,2015,7,경상남도,61.5
2407,2015_08,2015,8,경상남도,61.1
2408,2015_09,2015,9,경상남도,61.7
2409,2015_10,2015,10,경상남도,61.7
2410,2015_11,2015,11,경상남도,61.3
2411,2015_12,2015,12,경상남도,60.6
2412,2016_01,2016,1,경상남도,59.0
2413,2016_02,2016,2,경상남도,59.8
2414,2016_03,2016,3,경상남도,59.8
2415,2016_04,2016,4,경상남도,60.5
2416,2016_05,2016,5,경상남도,60.5
2417,2016_06,2016,6,경상남도,60.9
2418,2016_07,2016,7,경상남도,61.0
2419,2016_08,2016,8,경상남도,60.8
2420,2016_09,2016,9,경상남도,61.2
2421,2016_10,2016,10,경상남도,61.3
2422,2016_11,2016,11,경상남도,61.4
2423,2016_12,2016,12,경상남도,60.9
2424,2017_01,2017,1,경상남도,59.5
2425,2017_02,2017,2,경상남도,59.7
2426,2017_03,2017,3,경상남도,60.4
2427,2017_04,2017,4,경상남도,61.6
2428,2017_05,2017,5,경상남도,61.5
2429,2017_06,2017,6,경상남도,61.2
2430,2017_07,2017,7,경상남도,61.1
2431,2017_08,2017,8,경상남도,60.9
2432,2017_09,2017,9,경상남도,61.3
2433,2017_10,2017,10,경상남도,61.5
2434,2017_11,2017,11,경상남도,61.1
2435,2017_12,2017,12,경상남도,60.8
2436,2018_01,2018,1,경상남도,59.5
2437,2018_02,2018,2,경상남도,59.5
2438,2018_03,2018,3,경상남도,60.3
2439,2018_04,2018,4,경상남도,61.0
2440,2018_05,2018,5,경상남도,62.3
2441,2018_06,2018,6,경상남도,62.8
2442,2018_07,2018,7,경상남도,62.6
2443,2018_08,2018,8,경상남도,61.4
2444,2018_09,2018,9,경상남도,62.4
2445,2018_10,2018,10,경상남도,61.9
2446,2018_11,2018,11,경상남도,61.9
2447,2018_12,2018,12,경상남도,61.0
2448,2019_01,2019,1,경상남도,60.1
2449,2019_02,2019,2,경상남도,60.3
2450,2019_03,2019,3,경상남도,61.3
2451,2019_04,2019,4,경상남도,61.0
2452,2019_05,2019,5,경상남도,61.6
2453,2019_06,2019,6,경상남도,61.5
2454,2019_07,2019,7,경상남도,61.4
2455,2019_08,2019,8,경상남도,61.5
2456,2019_09,2019,9,경상남도,61.4
2457,2019_10,2019,10,경상남도,61.9
2458,2019_11,2019,11,경상남도,62.0
2459,2019_12,2019,12,경상남도,61.3
2460,2020_01,2020,1,경상남도,60.8
2461,2020_02,2020,2,경상남도,60.7
2462,2020_03,2020,3,경상남도,60.2
2463,2020_04,2020,4,경상남도,60.0
2464,2020_05,2020,5,경상남도,60.4
2465,2020_06,2020,6,경상남도,61.1
2466,2020_07,2020,7,경상남도,61.1
2467,2020_08,2020,8,경상남도,61.1
2468,2020_09,2020,9,경상남도,60.6
2469,2020_10,2020,10,경상남도,60.8
2470,2020_11,2020,11,경상남도,61.2
2471,2020_12,2020,12,경상남도,59.0
2472,2021_01,2021,1,경상남도,57.9
2473,2021_02,2021,2,경상남도,58.8
2474,2021_03,2021,3,경상남도,60.0
2475,2021_04,2021,4,경상남도,61.2
2476,2021_05,2021,5,경상남도,61.9
2477,2021_06,2021,6,경상남도,62.1
2478,2021_07,2021,7,경상남도,61.8
2479,2021_08,2021,8,경상남도,61.4
2480,2021_09,2021,9,경상남도,61.7
2481,2021_10,2021,10,경상남도,61.5
2482,2021_11,2021,11,경상남도,61.1
2483,2021_12,2021,12,경상남도,58.6
2484,2022_01,2022,1,경상남도,58.7
2485,2022_02,2022,2,경상남도,59.9
2486,2022_03,2022,3,경상남도,61.3
2487,2022_04,2022,4,경상남도,61.8
2488,2022_05,2022,5,경상남도,62.0
2489,2022_06,2022,6,경상남도,61.9
2490,2022_07,2022,7,경상남도,61.5
2491,2022_08,2022,8,경상남도,61.1
2492,2022_09,2022,9,경상남도,61.1
2493,2022_10,2022,10,경상남도,61.4
2494,2022_11,2022,11,경상남도,61.8
2495,2022_12,2022,12,경상남도,60.2
2496,2010_01,2010,1,제주특별자치도,65.1
2497,2010_02,2010,2,제주특별자치도,63.5
2498,2010_03,2010,3,제주특별자치도,64.8
2499,2010_04,2010,4,제주특별자치도,64.5
2500,2010_05,2010,5,제주특별자치도,65.8
2501,2010_06,2010,6,제주특별자치도,65.5
2502,2010_07,2010,7,제주특별자치도,64.9
2503,2010_08,2010,8,제주특별자치도,64.7
2504,2010_09,2010,9,제주특별자치도,64.5
2505,2010_10,2010,10,제주특별자치도,65.3
2506,2010_11,2010,11,제주특별자치도,66.7
2507,2010_12,2010,12,제주특별자치도,66.3
2508,2011_01,2011,1,제주특별자치도,63.7
2509,2011_02,2011,2,제주특별자치도,64.8
2510,2011_03,2011,3,제주특별자치도,64.5
2511,2011_04,2011,4,제주특별자치도,66.1
2512,2011_05,2011,5,제주특별자치도,66.4
2513,2011_06,2011,6,제주특별자치도,65.7
2514,2011_07,2011,7,제주특별자치도,66.2
2515,2011_08,2011,8,제주특별자치도,66.2
2516,2011_09,2011,9,제주특별자치도,65.2
2517,2011_10,2011,10,제주특별자치도,66.3
2518,2011_11,2011,11,제주특별자치도,68.3
2519,2011_12,2011,12,제주특별자치도,68.9
2520,2012_01,2012,1,제주특별자치도,66.5
2521,2012_02,2012,2,제주특별자치도,65.6
2522,2012_03,2012,3,제주특별자치도,66.1
2523,2012_04,2012,4,제주특별자치도,65.2
2524,2012_05,2012,5,제주특별자치도,66.9
2525,2012_06,2012,6,제주특별자치도,67.1
2526,2012_07,2012,7,제주특별자치도,66.5
2527,2012_08,2012,8,제주특별자치도,65.7
2528,2012_09,2012,9,제주특별자치도,66.4
2529,2012_10,2012,10,제주특별자치도,68.1
2530,2012_11,2012,11,제주특별자치도,68.2
